x_cm,y_cm,damage
25.0,45.0,0.0715723067069458
25.0,50.0,0.0816543035159523
25.0,55.0,0.0745597879891933
25.0,60.0,0.0661586759220822
25.0,65.0,0.0597359516227486
25.0,70.0,0.0566760393331651
25.0,75.0,0.0525784719008225
25.0,80.0,0.0527036499253965
25.0,85.0,0.0504007917671943
25.0,90.0,0.0433426909001046
25.0,95.0,0.0399775630659024
25.0,100.0,0.0359523392169753
30.0,10.0,0.3580011033060952
30.0,15.0,0.1978819927952076
30.0,20.0,0.1556882613447538
30.0,25.0,0.1332013017308141
30.0,30.0,0.0852793416753807
30.0,35.0,0.0786770763016799
30.0,40.0,0.0650714679922667
30.0,45.0,0.0662790439120901
30.0,50.0,0.0529766579850977
30.0,55.0,0.079818978506873
30.0,60.0,0.0692640348432848
30.0,65.0,0.0594050332491318
30.0,70.0,0.0581814511460301
30.0,75.0,0.052701018945206
30.0,80.0,0.0527390099073296
30.0,85.0,0.0627793992343774
30.0,90.0,0.0447115055451852
30.0,95.0,0.0381638202291865
30.0,100.0,0.0344914064078374
35.0,10.0,0.3691169599407007
35.0,15.0,0.2154266803525537
35.0,20.0,0.1567683808490239
35.0,25.0,0.1194377472972115
35.0,30.0,0.0906202315885391
35.0,35.0,0.0781701513111984
35.0,40.0,0.0685293056188856
35.0,45.0,0.0640624170503138
35.0,50.0,0.0718880992570026
35.0,55.0,0.0729596384642191
35.0,60.0,0.0651805183618896
35.0,65.0,0.0608303527279601
35.0,70.0,0.0581570496209134
35.0,75.0,0.0517882820600988
35.0,80.0,0.0531793380871543
35.0,85.0,0.0504042429883198
35.0,90.0,0.0439997656635207
35.0,95.0,0.0376503093006042
35.0,100.0,0.0348583404254311
40.0,10.0,0.3344943790392851
40.0,15.0,0.1944723066945339
40.0,20.0,0.1507300037291483
40.0,25.0,0.1137264065048555
40.0,30.0,0.0872527674915172
40.0,35.0,0.0686221822427044
40.0,40.0,0.0652117441984936
40.0,45.0,0.0691233504672549
40.0,50.0,0.0676971253237529
40.0,55.0,0.0803716817048914
40.0,60.0,0.0666603889955643
40.0,65.0,0.0595329914894513
40.0,70.0,0.0555323123571011
40.0,75.0,0.0523164283413938
40.0,80.0,0.0503732029166029
40.0,85.0,0.0424766349154767
40.0,90.0,0.0430655461427052
40.0,95.0,0.039036851207141
40.0,100.0,0.0287892933647372
45.0,10.0,0.2488888030320081
45.0,15.0,0.1707581706783053
45.0,20.0,0.122581261539956
45.0,25.0,0.1038243004702042
45.0,30.0,0.082224763021338
45.0,35.0,0.069810989867875
45.0,40.0,0.0618915877672989
45.0,45.0,0.0629423044210873
45.0,50.0,0.0734760687578824
45.0,55.0,0.0707187628615735
45.0,60.0,0.0645526436720958
45.0,65.0,0.0603549299681214
45.0,70.0,0.0554449323673201
45.0,75.0,0.0546692356595012
45.0,80.0,0.0517799238234939
45.0,85.0,0.0410562937030037
45.0,90.0,0.0363591803514014
45.0,95.0,0.0282824276599045
45.0,100.0,0.0267760069798999
