x_cm,y_cm,damage
0.0,10.0,0.557114786734772
0.0,15.0,0.4750769289847211
0.0,20.0,0.3703525661430722
0.0,25.0,0.2790721089676852
0.0,30.0,0.2510171544290056
0.0,35.0,0.1961443686156293
0.0,40.0,0.2138010451446473
0.0,45.0,0.202863585117748
0.0,50.0,0.2260400414121688
0.0,55.0,0.2156296274937132
0.0,60.0,0.2018864531693993
0.0,65.0,0.1846714205213127
0.0,70.0,0.1900028822934842
0.0,75.0,0.1751511346107075
0.0,80.0,0.1641977760081538
0.0,85.0,0.1363464887788279
0.0,90.0,0.1421020831288406
0.0,95.0,0.1232053131357467
0.0,100.0,0.1271334287002607
5.0,10.0,0.545625442285955
5.0,15.0,0.4041747622069935
5.0,20.0,0.4007610925678181
5.0,25.0,0.2832994974579026
5.0,30.0,0.2363760434376212
5.0,35.0,0.1990528691735195
5.0,40.0,0.1961554714032682
5.0,45.0,0.1990598906086144
5.0,50.0,0.2116208838070518
5.0,55.0,0.2237747607781939
5.0,60.0,0.2148970412263232
5.0,65.0,0.1941060359840069
5.0,70.0,0.1788421815957431
5.0,75.0,0.1701392502272469
5.0,80.0,0.132466217850759
5.0,85.0,0.1231707421890927
5.0,90.0,0.1256847490589843
5.0,95.0,0.1239145854409302
5.0,100.0,0.1203425222516022
10.0,10.0,0.56825856664816
10.0,15.0,0.4480977440787853
10.0,20.0,0.3941498277439742
10.0,25.0,0.3030973903757701
10.0,30.0,0.2891968335502069
10.0,35.0,0.2283020076955981
10.0,40.0,0.2111536607763459
10.0,45.0,0.2033212368742971
10.0,50.0,0.2250469506125368
10.0,55.0,0.2078148047790882
10.0,60.0,0.2081245893487508
10.0,65.0,0.1829920806501837
10.0,70.0,0.1726338653429048
10.0,75.0,0.1577044788644375
10.0,80.0,0.1450753333814733
10.0,85.0,0.1329227714893823
10.0,90.0,0.133419052187168
10.0,95.0,0.1280203441734068
10.0,100.0,0.1144377360852104
15.0,10.0,0.5739564624310397
15.0,15.0,0.4437199032972539
15.0,20.0,0.3832797690044907
15.0,25.0,0.3119860331817484
15.0,30.0,0.3208078397903994
15.0,35.0,0.2425395895757106
15.0,40.0,0.2033223926844156
15.0,45.0,0.2171040268431931
15.0,50.0,0.2021701130507051
15.0,55.0,0.1957658415017379
15.0,60.0,0.1940653552311639
15.0,65.0,0.1828895580766786
15.0,70.0,0.1559769822603142
15.0,75.0,0.1575019396154999
15.0,80.0,0.1453935079015015
15.0,85.0,0.1277869177082453
15.0,90.0,0.120158589743501
15.0,95.0,0.1195046071769003
15.0,100.0,0.1135214875137981
20.0,10.0,0.5779942960404776
20.0,15.0,0.4509418418255662
20.0,20.0,0.3855420336013471
20.0,25.0,0.3314749596058896
20.0,30.0,0.2915859340212633
20.0,35.0,0.2575113416542345
20.0,40.0,0.2138805501674266
20.0,45.0,0.1904744969202944
20.0,50.0,0.1957501480803909
20.0,55.0,0.1844249981814603
20.0,60.0,0.1739721516447745
20.0,65.0,0.1752483065128027
20.0,70.0,0.1440039145801569
20.0,75.0,0.1339296002865555
20.0,80.0,0.1355365014661911
20.0,85.0,0.1306473672428659
