x_cm,y_cm,damage
20.0,90.0,0.1122207802660602
20.0,95.0,0.1139354712568175
20.0,100.0,0.1142350108967729
25.0,10.0,0.5933468081586688
25.0,15.0,0.4107701405141496
25.0,20.0,0.4159082162654324
25.0,25.0,0.3255929438464602
25.0,30.0,0.2911844438918121
25.0,35.0,0.264744213892577
25.0,40.0,0.2104201531175202
25.0,45.0,0.189303645705514
25.0,50.0,0.1762065307758796
25.0,55.0,0.1693583948296806
25.0,60.0,0.1753520977817329
25.0,65.0,0.1553274961584397
25.0,70.0,0.1380967365083458
25.0,75.0,0.1348653545162894
25.0,80.0,0.1310829405455424
25.0,85.0,0.1262311780197363
25.0,90.0,0.1295359453239157
25.0,95.0,0.1173029257647615
25.0,100.0,0.1227557048826391
30.0,10.0,0.5953606946196748
30.0,15.0,0.4697727114580965
30.0,20.0,0.4033638824739234
30.0,25.0,0.3259160340818122
30.0,30.0,0.3080111309124421
30.0,35.0,0.2699729115593033
30.0,40.0,0.2311547645469704
30.0,45.0,0.1948697321774181
30.0,50.0,0.1707732639440445
30.0,55.0,0.1698186433577613
30.0,60.0,0.1707015588586273
30.0,65.0,0.160355326244779
30.0,70.0,0.1514285809975951
30.0,75.0,0.146337422779459
30.0,80.0,0.1445421803217708
30.0,85.0,0.1311133629516607
30.0,90.0,0.124636906619815
30.0,95.0,0.1244668931177633
30.0,100.0,0.1155838493263743
35.0,10.0,0.577089613480708
35.0,15.0,0.4710514025935473
35.0,20.0,0.4309418878422923
35.0,25.0,0.3203610504188573
35.0,30.0,0.29061138371448
35.0,35.0,0.2600153724703428
35.0,40.0,0.2216667620383954
35.0,45.0,0.1899992603943629
35.0,50.0,0.17223159559231
35.0,55.0,0.1555176505954928
35.0,60.0,0.1591406618504033
35.0,65.0,0.1486998308237463
35.0,70.0,0.1431585420925898
35.0,75.0,0.1348818354009541
35.0,80.0,0.1178565487276753
35.0,85.0,0.125874500857348
35.0,90.0,0.1271008191053486
35.0,95.0,0.1189957728629546
35.0,100.0,0.1201846975503141
40.0,10.0,0.5519999620504654
40.0,15.0,0.4678369032497362
40.0,20.0,0.4081927264031849
40.0,25.0,0.3278261852222863
40.0,30.0,0.3019818246141797
40.0,35.0,0.2542288225660892
40.0,40.0,0.1974953455083413
40.0,45.0,0.1907162665126897
40.0,50.0,0.1711423735947797
40.0,55.0,0.1590799279209525
40.0,60.0,0.1544940782357203
40.0,65.0,0.1376925269986918
40.0,70.0,0.1246339443081709
40.0,75.0,0.1313323730749669
40.0,80.0,0.1176984822958769
40.0,85.0,0.1103372494536771
40.0,90.0,0.1081894771374601
40.0,95.0,0.1152896503268433
40.0,100.0,0.1133669152470322
45.0,10.0,0.4741381828996467
45.0,15.0,0.4484529143679177
45.0,20.0,0.3855735527174393
45.0,25.0,0.3347530231417708
45.0,30.0,0.2658427184932991
45.0,35.0,0.2302552426617428
45.0,40.0,0.2027602169783331
45.0,45.0,0.1766279657631635
45.0,50.0,0.15551897399487
45.0,55.0,0.1439801873244894
45.0,60.0,0.1304624873069864
45.0,65.0,0.1303729438805154
45.0,70.0,0.120928387536137
45.0,75.0,0.1134797149120405
45.0,80.0,0.1143008958341579
45.0,85.0,0.1169408489670394
45.0,90.0,0.1113421084695233
45.0,95.0,0.1061809164005339
45.0,100.0,0.1022297937110005
