x_cm,y_cm,damage
25.0,80.0,0.1504631168067305
25.0,85.0,0.1333134059832236
25.0,90.0,0.1293901172770713
25.0,95.0,0.1278919418450217
25.0,100.0,0.1165599868916193
30.0,10.0,0.594309804831281
30.0,15.0,0.4998390789367319
30.0,20.0,0.4201293974373515
30.0,25.0,0.3719783299973775
30.0,30.0,0.3357963889229043
30.0,35.0,0.3138849191813008
30.0,40.0,0.2609377759968007
30.0,45.0,0.248515431223456
30.0,50.0,0.2067312486078084
30.0,55.0,0.2066978960892325
30.0,60.0,0.1968457754613549
30.0,65.0,0.196448887037633
30.0,70.0,0.1854762052891361
30.0,75.0,0.1622491349325439
30.0,80.0,0.1456016160478811
30.0,85.0,0.1436472385501448
30.0,90.0,0.1291889505155122
30.0,95.0,0.1319710209660016
30.0,100.0,0.1298988478719238
35.0,10.0,0.5752717878130748
35.0,15.0,0.5534382394921777
35.0,20.0,0.4362706621496259
35.0,25.0,0.378144369237416
35.0,30.0,0.3351210449079617
35.0,35.0,0.300383999945068
35.0,40.0,0.2836062772279119
35.0,45.0,0.2563410106587851
35.0,50.0,0.2070985928170388
35.0,55.0,0.201282904268722
35.0,60.0,0.1909092986528853
35.0,65.0,0.1565844924458862
35.0,70.0,0.1709596566052874
35.0,75.0,0.1622315738335923
35.0,80.0,0.1471888745414919
35.0,85.0,0.1439534333430273
35.0,90.0,0.1251014044278442
35.0,95.0,0.1331447999282808
35.0,100.0,0.1280303278338483
40.0,10.0,0.5576239428326006
40.0,15.0,0.5339670283632288
40.0,20.0,0.4275997685403764
40.0,25.0,0.3822416775412808
40.0,30.0,0.3678555098663955
40.0,35.0,0.3037811267932741
40.0,40.0,0.2699220922842157
40.0,45.0,0.2407216307600366
40.0,50.0,0.2271877403380284
40.0,55.0,0.2100773058751801
40.0,60.0,0.1735839276502337
40.0,65.0,0.1435829806968573
40.0,70.0,0.1483872320278268
40.0,75.0,0.1283269983370922
40.0,80.0,0.1379921795035782
40.0,85.0,0.1414521703763456
40.0,90.0,0.1247373732839889
40.0,95.0,0.126686816987509
40.0,100.0,0.1302847299455763
45.0,10.0,0.505752470512312
45.0,15.0,0.4896815013501032
45.0,20.0,0.4167996945654295
45.0,25.0,0.3569625647565396
45.0,30.0,0.3277946610553308
45.0,35.0,0.2603733014471964
45.0,40.0,0.2321024907279139
45.0,45.0,0.2101950191779441
45.0,50.0,0.1975791910922498
45.0,55.0,0.1777578079541267
45.0,60.0,0.185095035675245
45.0,65.0,0.1970638817243782
45.0,70.0,0.1702091831878437
45.0,75.0,0.1511333136012154
45.0,80.0,0.1464636427330855
45.0,85.0,0.1315556111176645
45.0,90.0,0.138705882256077
45.0,95.0,0.1278666353981095
45.0,100.0,0.129230593426676
