x_cm,y_cm,damage
35.0,35.0,0.1564896285619052
35.0,40.0,0.1227351262824667
35.0,45.0,0.109236830835078
35.0,50.0,0.091692393899336
35.0,55.0,0.0924353571935236
35.0,60.0,0.0834822098802884
35.0,65.0,0.0927307837780859
35.0,70.0,0.090107477526109
35.0,75.0,0.0861955589870449
35.0,80.0,0.0876287828845156
35.0,85.0,0.0874607991237431
35.0,90.0,0.0869030432683847
35.0,95.0,0.0843021187873026
35.0,100.0,0.0908948453550394
40.0,10.0,0.5224881476637508
40.0,15.0,0.3934055232769566
40.0,20.0,0.2815165951166901
40.0,25.0,0.2257114283718953
40.0,30.0,0.2130473565465488
40.0,35.0,0.1492281243630425
40.0,40.0,0.1176751071829022
40.0,45.0,0.0971097557018518
40.0,50.0,0.0855011629055179
40.0,55.0,0.0811789243611076
40.0,60.0,0.0846720643095996
40.0,65.0,0.0883545310971715
40.0,70.0,0.0861133365025472
40.0,75.0,0.0939513577947729
40.0,80.0,0.0886675357485622
40.0,85.0,0.0851285419384482
40.0,90.0,0.0899131926637892
40.0,95.0,0.0914238537017844
40.0,100.0,0.0828909807272107
45.0,10.0,0.3754775321109367
45.0,15.0,0.3298405032968421
45.0,20.0,0.2534619818158894
45.0,25.0,0.1881452601413429
45.0,30.0,0.1730043054313289
45.0,35.0,0.1367915926173748
45.0,40.0,0.1089664876407915
45.0,45.0,0.0992381395575841
45.0,50.0,0.0846959731835661
45.0,55.0,0.095558851438858
45.0,60.0,0.0966518518943713
45.0,65.0,0.0895178263120157
45.0,70.0,0.086265698029005
45.0,75.0,0.0850086605422511
45.0,80.0,0.0919519473227691
45.0,85.0,0.0929786300552569
45.0,90.0,0.0966998081189597
45.0,95.0,0.0867850761992563
45.0,100.0,0.0797995619383877
