x_cm,y_cm,damage
30.0,75.0,0.1287523630120929
30.0,80.0,0.128438354617465
30.0,85.0,0.1137388871581006
30.0,90.0,0.1230084258500339
30.0,95.0,0.1137666321140608
30.0,100.0,0.1196528597419978
35.0,10.0,0.5514234236649297
35.0,15.0,0.4602768324076464
35.0,20.0,0.3992503935014614
35.0,25.0,0.3233157221013172
35.0,30.0,0.2964164404581136
35.0,35.0,0.2501132201593402
35.0,40.0,0.1983737160249858
35.0,45.0,0.1721945687085969
35.0,50.0,0.1567978574533688
35.0,55.0,0.1423937703327817
35.0,60.0,0.1416079601965268
35.0,65.0,0.1398667655760744
35.0,70.0,0.1296836445156935
35.0,75.0,0.1159020724783359
35.0,80.0,0.1176060917413067
35.0,85.0,0.1135009052345212
35.0,90.0,0.1107528508217215
35.0,95.0,0.1091271949617326
35.0,100.0,0.1033116251487549
40.0,10.0,0.5257742390967328
40.0,15.0,0.448637781702104
40.0,20.0,0.3969637353248849
40.0,25.0,0.3246124231290797
40.0,30.0,0.2569616850483237
40.0,35.0,0.2242693243430311
40.0,40.0,0.2124625121656545
40.0,45.0,0.1705205244662647
40.0,50.0,0.1470094464947454
40.0,55.0,0.1235290386283915
40.0,60.0,0.1270464279644824
40.0,65.0,0.1191301499616124
40.0,70.0,0.1208509273906081
40.0,75.0,0.1148583362272488
40.0,80.0,0.1172296922298844
40.0,85.0,0.1037213570193066
40.0,90.0,0.1037733734239309
40.0,95.0,0.1089579932344913
40.0,100.0,0.1068118488632255
45.0,10.0,0.4465615730797155
45.0,15.0,0.4180366998711748
45.0,20.0,0.380050423695066
45.0,25.0,0.2981227613510243
45.0,30.0,0.2360666691745213
45.0,35.0,0.219582459647838
45.0,40.0,0.1920913914240539
45.0,45.0,0.1654404543324301
45.0,50.0,0.142012928718438
45.0,55.0,0.1207935612208574
45.0,60.0,0.1159362596185055
45.0,65.0,0.1185570782313026
45.0,70.0,0.1088118535260891
45.0,75.0,0.1027701307243416
45.0,80.0,0.1023143869192721
45.0,85.0,0.1069870107161448
45.0,90.0,0.0952354155486243
45.0,95.0,0.0989782160053479
45.0,100.0,0.0946066842157236
