x_cm,y_cm,damage
15.0,80.0,0.0865202918582053
15.0,85.0,0.084664148357494
15.0,90.0,0.0754963616175337
15.0,95.0,0.0795554561385531
15.0,100.0,0.0618979457890571
20.0,10.0,0.4737860856628806
20.0,15.0,0.2867423373859015
20.0,20.0,0.2248736772584634
20.0,25.0,0.1757397055882746
20.0,30.0,0.1571999920206842
20.0,35.0,0.1228833458092364
20.0,40.0,0.114221016321163
20.0,45.0,0.1164220654197044
20.0,50.0,0.1105320204434342
20.0,55.0,0.0966841442981516
20.0,60.0,0.094275933301413
20.0,65.0,0.0912205546088587
20.0,70.0,0.0904988143767921
20.0,75.0,0.0916141993759881
20.0,80.0,0.0896139798090496
20.0,85.0,0.0783098023922364
20.0,90.0,0.0744699316998936
20.0,95.0,0.0649172079461519
20.0,100.0,0.0611826957113976
25.0,10.0,0.4445613242393278
25.0,15.0,0.2771733557344021
25.0,20.0,0.2292235543726701
25.0,25.0,0.1791859571922162
25.0,30.0,0.1627709809337917
25.0,35.0,0.1231438299757648
25.0,40.0,0.1045538393165421
25.0,45.0,0.095061837163764
25.0,50.0,0.094929724222572
25.0,55.0,0.0947760781107874
25.0,60.0,0.0961710336584092
25.0,65.0,0.0864736976538791
25.0,70.0,0.0899586136783893
25.0,75.0,0.0871711355813722
25.0,80.0,0.0934616878069032
25.0,85.0,0.0757171978150067
25.0,90.0,0.0739557634544129
25.0,95.0,0.0646156481915373
25.0,100.0,0.0606184933113266
30.0,10.0,0.4181595049815457
30.0,15.0,0.333231531619475
30.0,20.0,0.2388583648721773
30.0,25.0,0.1923865300049695
30.0,30.0,0.1582799447398065
30.0,35.0,0.1182004872444073
30.0,40.0,0.1082980501118327
30.0,45.0,0.0932544943197297
30.0,50.0,0.08678837743168
30.0,55.0,0.0872234340944439
30.0,60.0,0.0899679850916263
30.0,65.0,0.0820931381777661
30.0,70.0,0.0815924509902435
30.0,75.0,0.094194675994067
30.0,80.0,0.0878106814670295
30.0,85.0,0.0771696820058383
30.0,90.0,0.0702222266608681
30.0,95.0,0.0666519818522908
30.0,100.0,0.0568555461035436
35.0,10.0,0.4284140595615144
35.0,15.0,0.352099421425172
35.0,20.0,0.2360753257592421
35.0,25.0,0.1867726527166891
35.0,30.0,0.1453923717232931
35.0,35.0,0.1119150961789734
35.0,40.0,0.0957452178704763
35.0,45.0,0.0797482059228493
35.0,50.0,0.0757657647029626
35.0,55.0,0.083387018843262
35.0,60.0,0.0773939527939713
35.0,65.0,0.0823503464501053
35.0,70.0,0.0909554749927539
35.0,75.0,0.0844157409777415
35.0,80.0,0.0803489645750306
35.0,85.0,0.0803690945479659
35.0,90.0,0.0691773639999895
35.0,95.0,0.0620239374287256
35.0,100.0,0.0610622062170983
40.0,10.0,0.3929992065226932
40.0,15.0,0.3268169795014234
40.0,20.0,0.2314758085927767
40.0,25.0,0.1824569695434426
40.0,30.0,0.137123528622145
40.0,35.0,0.1046631819341534
40.0,40.0,0.0842587849281128
40.0,45.0,0.0756224079686916
40.0,50.0,0.0726529673572809
40.0,55.0,0.0710286249280862
40.0,60.0,0.0780575215184547
40.0,65.0,0.079264171774464
40.0,70.0,0.0783667255406999
40.0,75.0,0.0955429014280067
40.0,80.0,0.0784390981749461
40.0,85.0,0.0705863142153785
40.0,90.0,0.0673479163728886
40.0,95.0,0.0597817237948669
40.0,100.0,0.0595825603506679
45.0,10.0,0.3508029779592203
45.0,15.0,0.2955898931984783
45.0,20.0,0.2071839110313509
45.0,25.0,0.1676537115311501
45.0,30.0,0.1250673946989483
45.0,35.0,0.1044973854118197
45.0,40.0,0.0920269534530835
45.0,45.0,0.0755069402536653
45.0,50.0,0.0765465027309719
45.0,55.0,0.067655991166809
45.0,60.0,0.0696806612329303
45.0,65.0,0.0651493850323483
45.0,70.0,0.084814843085302
45.0,75.0,0.0894994218042239
45.0,80.0,0.0746756962407628
45.0,85.0,0.0724688897235018
45.0,90.0,0.0670500101758214
45.0,95.0,0.0593690215468037
45.0,100.0,0.0589896275824355
