x_cm,y_cm,damage
20.0,55.0,0.1650477776443511
20.0,60.0,0.1508561708075137
20.0,65.0,0.1434348406313018
20.0,70.0,0.1396534528028367
20.0,75.0,0.136856893608587
20.0,80.0,0.1185804037539009
20.0,85.0,0.1215612723805881
20.0,90.0,0.119274325953751
20.0,95.0,0.1171953886479571
20.0,100.0,0.1104674282670257
25.0,10.0,0.5485447042977379
25.0,15.0,0.4056417826466026
25.0,20.0,0.3779379744999516
25.0,25.0,0.3103510367475025
25.0,30.0,0.2545151223486112
25.0,35.0,0.2054213965220515
25.0,40.0,0.1765979385680764
25.0,45.0,0.1618335340996979
25.0,50.0,0.1505510190409095
25.0,55.0,0.1433672953457044
25.0,60.0,0.1341582539468382
25.0,65.0,0.141356244937429
25.0,70.0,0.1341423662049429
25.0,75.0,0.1249682049346463
25.0,80.0,0.1178293786644685
25.0,85.0,0.113062546636216
25.0,90.0,0.1076618222754676
25.0,95.0,0.1084789158492617
25.0,100.0,0.1099029025708303
30.0,10.0,0.5311573534695823
30.0,15.0,0.4538853729335158
30.0,20.0,0.3689081042000623
30.0,25.0,0.303644948342993
30.0,30.0,0.2542409893894016
30.0,35.0,0.2353389717197686
30.0,40.0,0.182612930193107
30.0,45.0,0.1471529743272911
30.0,50.0,0.1520403994091867
30.0,55.0,0.1470325656252042
30.0,60.0,0.1338242599128934
30.0,65.0,0.1327376953626498
30.0,70.0,0.1129824116433666
30.0,75.0,0.1187613847226101
30.0,80.0,0.1161078927537418
30.0,85.0,0.1100853956717249
30.0,90.0,0.1037690256921792
30.0,95.0,0.1029842815718508
30.0,100.0,0.1039776441396145
35.0,10.0,0.5381568362662476
35.0,15.0,0.4633483600374704
35.0,20.0,0.3737474844611435
35.0,25.0,0.275838252586139
35.0,30.0,0.2474068470898094
35.0,35.0,0.2278929893424961
35.0,40.0,0.1800337524293129
35.0,45.0,0.1599528564364586
35.0,50.0,0.1348731523736072
35.0,55.0,0.1364318816990627
35.0,60.0,0.1356331863061416
35.0,65.0,0.1267605042891118
35.0,70.0,0.1117255043836205
35.0,75.0,0.1068653708994766
35.0,80.0,0.1114199661064509
35.0,85.0,0.1084862701604841
35.0,90.0,0.0992131217617569
35.0,95.0,0.1007742606934785
35.0,100.0,0.0959796343645294
40.0,10.0,0.5284731637864376
40.0,15.0,0.4232252768661654
40.0,20.0,0.3867515004922863
40.0,25.0,0.2970111154278828
40.0,30.0,0.2409204652734664
40.0,35.0,0.2072012489442276
40.0,40.0,0.1738299370748371
40.0,45.0,0.1450620351609401
40.0,50.0,0.12509746194261
40.0,55.0,0.1103309569601449
40.0,60.0,0.1098948176492106
40.0,65.0,0.1086741408443041
40.0,70.0,0.108489519727221
40.0,75.0,0.1064879200608602
40.0,80.0,0.1018886443828408
40.0,85.0,0.0982216020549747
40.0,90.0,0.1039402644822707
40.0,95.0,0.0968522351374635
40.0,100.0,0.0942449770055996
45.0,10.0,0.4503199472684492
45.0,15.0,0.4144339856041427
45.0,20.0,0.3546516023784917
45.0,25.0,0.2778425896308008
45.0,30.0,0.2170946274855505
45.0,35.0,0.1973331949375369
45.0,40.0,0.1579148820774848
45.0,45.0,0.1530579624462706
45.0,50.0,0.1176409485410366
45.0,55.0,0.1054793194014599
45.0,60.0,0.1082108804161535
45.0,65.0,0.1109378810461456
45.0,70.0,0.1045891803666437
45.0,75.0,0.1065189030709042
45.0,80.0,0.1037642556422085
45.0,85.0,0.0954556348959916
45.0,90.0,0.0943030109214336
45.0,95.0,0.0965407799784894
45.0,100.0,0.0953684117112299
